test_id,p_kPa,void_ratio
CD5,387.3925,0.5853252
CD5,387.365,0.585375
CD5,387.3597,0.5853892
CD5,387.2758,0.5854246
CD5,387.2537,0.5854644
CD5,387.0797,0.5854767
CD5,387.245,0.585498
CD5,387.092,0.5855482
CD5,387.0939,0.5855389
CD5,386.9722,0.5855744
CD5,386.9269,0.5855999
CD5,387.0435,0.5856527
CD5,387.0722,0.5856547
CD5,387.0414,0.585678
CD5,387.1076,0.5857468
CD5,387.1239,0.5857662
CD5,386.9539,0.5858344
CD5,386.7819,0.5858244
CD5,386.8063,0.5859068
CD5,386.7387,0.5859152
CD5,386.7082,0.5859442
CD5,386.5161,0.585972
CD5,386.5062,0.5859863
CD5,386.5257,0.5860084
CD5,386.4854,0.5860235
CD5,386.5444,0.5860691
CD5,386.4532,0.5861038
CD5,386.2741,0.5861468
CD5,386.2803,0.586148
CD5,386.2863,0.5862053
CD5,386.212,0.5862199
CD5,386.183,0.5862608
CD5,386.2416,0.5862855
CD5,386.1026,0.5863185
CD5,385.993,0.586358
CD5,385.9976,0.5863741
CD5,386.1807,0.5864036
CD5,386.1285,0.5864335
CD5,386.1644,0.5864714
CD5,386.0979,0.5864982
CD5,386.0811,0.5865027
CD5,385.9472,0.5865423
CD5,385.9546,0.5865845
CD5,385.9072,0.5866064
CD5,385.7804,0.586629
CD5,385.8226,0.5866691
CD5,385.7962,0.5866958
CD5,385.6298,0.5866912
CD5,385.5751,0.5867498
CD5,385.5445,0.5867544
CD5,385.5615,0.5867922
CD5,385.5609,0.586804
CD5,385.473,0.5868355
CD5,385.3619,0.5868741
CD5,385.3833,0.586857
CD5,385.3309,0.58692
CD5,385.2272,0.5869707
CD5,385.2804,0.586968
CD5,385.0992,0.5870092
CD5,385.2388,0.5870331
CD5,385.2862,0.5870774
CD5,385.3039,0.5871218
CD5,385.2739,0.5871065
CD5,385.1418,0.5871489
CD5,384.8975,0.5871905
CD5,384.9557,0.5872275
CD5,384.9771,0.5872529
CD5,384.834,0.5872738
CD5,384.7419,0.5873177
CD5,384.7773,0.5873189
CD5,384.8335,0.5873516
CD5,384.7932,0.5873643
CD5,384.7951,0.5874037
CD5,384.6993,0.5874421
CD5,384.7086,0.5874727
CD5,384.8666,0.5874941
CD5,384.683,0.5875324
CD5,384.7548,0.5875517
CD5,384.8161,0.5875975
CD5,384.9143,0.587612
CD5,384.7063,0.5876368
CD5,384.6684,0.5876827
CD5,384.731,0.5877192
CD5,384.5899,0.5877257
CD5,384.6908,0.5877522
CD5,384.5252,0.5877728
CD5,384.5385,0.587821
CD5,384.6625,0.5878486
CD5,384.7657,0.5878752
CD5,384.7338,0.587921
CD5,384.7196,0.587936
CD5,384.7016,0.5879853
CD5,384.722,0.588012
CD5,384.6407,0.5880505
CD5,384.5938,0.5880777
CD5,384.5553,0.5881068
CD5,384.3786,0.5881375
CD5,384.2162,0.5881589
CD5,384.2353,0.5881832
CD5,384.2563,0.5882096
CD5,384.165,0.5882598
CD5,384.1692,0.5882558
CD5,384.2379,0.5883165
CD5,384.1777,0.5883309
CD5,384.1847,0.5883787
CD5,384.2079,0.588385
CD5,384.1633,0.5884282
CD5,384.0722,0.5884449
CD5,384.1426,0.5884755
CD5,384.0697,0.5884811
CD5,384.1874,0.5885089
CD5,384.2717,0.5885489
CD5,384.4376,0.5885812
CD5,384.2962,0.5886195
CD5,384.3039,0.5886446
CD5,384.2458,0.5886654
CD5,384.3406,0.5887023
CD5,384.3519,0.588721
CD5,384.1235,0.5887444
CD5,384.2894,0.5887897
CD5,384.1617,0.5888341
CD5,384.3479,0.5888674
CD6,500.3746,0.488
CD6,500.3723,0.4879873
CD6,505.8133,0.4879412
CD6,513.2448,0.4878776
CD6,519.4615,0.4877763
CD6,525.9088,0.4876768
CD6,532.5939,0.4876128
CD6,538.1893,0.4875352
CD6,544.0143,0.4874401
CD6,549.547,0.487393
CD6,554.9843,0.4873206
CD6,560.0879,0.4872457
CD6,564.8938,0.4871978
CD6,570.3343,0.4871443
CD6,575.6037,0.4870802
CD6,581.1272,0.4869376
CD6,586.0954,0.4868926
CD6,591.3643,0.4867871
CD6,596.6987,0.4867278
CD6,602.1184,0.4866363
CD6,607.4229,0.486582
CD6,612.3452,0.4864879
CD6,617.8312,0.4864475
CD6,622.6859,0.4863968
CD6,628.5909,0.4862775
CD6,633.0326,0.4862405
CD6,638.0637,0.4861679
CD6,643.0457,0.4861028
CD6,648.0215,0.4857053
CD6,653.0558,0.4859833
CD6,657.8058,0.4859211
CD6,662.5397,0.4858543
CD6,667.1463,0.4857896
CD6,672.0598,0.4857359
CD6,676.7109,0.4856861
CD6,681.5163,0.4856339
CD6,686.0565,0.4855745
CD6,690.2029,0.4855213
CD6,694.8288,0.4854399
CD6,699.4371,0.4854228
CD6,703.7553,0.4853504
CD6,707.9052,0.4852957
CD6,711.9279,0.4852723
CD6,716.6547,0.4851933
CD6,720.7494,0.4851543
CD6,724.7674,0.4851379
CD6,728.8211,0.4850834
CD6,732.8789,0.4850383
CD6,736.6779,0.4849961
CD6,740.8312,0.4849326
CD6,744.2265,0.4849371
CD6,747.9337,0.4848768
CD6,751.5959,0.4848778
CD6,755.5853,0.4848191
CD6,759.4413,0.4847575
CD6,762.6067,0.4847282
CD6,766.0531,0.4847015
CD6,769.7969,0.4846625
CD6,773.2225,0.4846348
CD6,776.3188,0.4846348
CD6,779.4604,0.484607
CD6,782.8651,0.4846217
CD6,786.114,0.4845595
CD6,789.328,0.4845476
CD6,792.2176,0.4845349
CD6,795.3389,0.4845047
CD6,798.3698,0.4845056
CD6,801.3986,0.4845091
CD6,804.2669,0.4844998
CD6,807.174,0.4844592
CD6,809.9078,0.4844561
CD6,812.7722,0.4844501
CD6,815.7327,0.4844565
CD6,818.4153,0.4844514
CD6,820.6488,0.4844498
CD6,823.5451,0.4844457
CD6,825.9131,0.4844408
CD6,828.8224,0.4844442
CD6,831.5417,0.4844223
CD6,833.5907,0.4844525
CD6,836.0594,0.4844394
CD6,838.7102,0.4844517
CD6,841.255,0.4844365
CD6,843.479,0.4844672
CD6,845.8997,0.4844622
CD6,848.1068,0.4845007
CD6,850.5852,0.4844769
CD6,852.8265,0.4844688
CD6,854.989,0.484519
CD6,856.89,0.4845413
CD6,859.2052,0.4845379
CD6,861.5299,0.4845626
CD6,863.6825,0.4845866
CD6,865.9392,0.4845944
CD6,867.6257,0.4846367
CD6,869.7345,0.4846704
CD6,871.6374,0.4846773
CD6,874.0596,0.4847094
CD6,875.8367,0.4847228
CD6,877.5828,0.4847563
CD6,879.6707,0.4848361
CD6,881.8,0.4848462
CD6,883.6191,0.484894
CD6,884.9997,0.4849311
CD6,887.0114,0.4849554
CD6,888.8305,0.4849977
CD6,890.9481,0.4850267
CD6,893.1989,0.4850717
CD6,894.1281,0.4851099
CD6,895.6739,0.4850858
CD6,897.6911,0.4851499
CD6,899.8996,0.4851643
CD6,901.1756,0.4851782
CD6,902.4936,0.4852217
CD6,904.52,0.4852596
CD6,906.2768,0.4852809
CD6,907.746,0.485316
CD6,909.4828,0.4853214
CD6,910.8282,0.485395
CD6,912.4509,0.4854197
CD6,913.8865,0.4854648
CD6,915.5176,0.4854842
CD6,916.8933,0.4855065
CD6,918.1163,0.4855421
CD6,919.8172,0.4855729
CD6,921.572,0.4856334
CD6,922.8842,0.485677
CD6,924.3601,0.4857095
CD6,925.5023,0.485727
CD6,927.2442,0.4857783
CD6,928.7121,0.4858464
CD6,930.1719,0.4859068
CD6,931.0755,0.4859237
CD6,932.5535,0.4859828
CD6,933.9321,0.4859983
CD6,935.6161,0.486035
CD6,936.7521,0.4861006
CD6,937.7177,0.4861574
CD6,939.2522,0.486205
CD6,940.6571,0.4862637
CD6,941.7896,0.4863295
CD6,943.3115,0.4863535
CD6,943.891,0.4863789
CD6,945.3028,0.486426
CD6,946.8148,0.486499
CD6,948.1611,0.4865549
CD6,949.2775,0.4865938
CD6,949.8819,0.4866432
CD6,951.1573,0.4867049
CD6,952.9551,0.4867184
CD6,954.0162,0.4867762
CD6,954.9254,0.4868531
CD6,955.914,0.4869405
CD6,957.1168,0.4869546
CD6,958.7183,0.4870203
CD6,959.2857,0.4871025
CD6,960.5694,0.4871516
CD6,961.3081,0.4872259
CD6,962.6748,0.4873025
CD6,964.1251,0.4873107
CD6,965.0169,0.4873562
CD6,965.8244,0.4874749
CD6,966.7896,0.4875063
CD6,967.8644,0.4874785
CD6,969.3002,0.4876161
CD6,969.9214,0.487601
CD6,970.9052,0.487726
CD6,971.471,0.4877899
CD6,972.748,0.4878455
CD6,974.0045,0.48794
CD6,974.8903,0.4880027
CD6,975.7117,0.4880492
CD6,976.6062,0.4880888
CD6,977.9414,0.4881882
CD6,979.0634,0.4882467
CD6,979.6429,0.4882665
CD6,980.2826,0.4883485
CD6,981.4899,0.4884234
CD6,982.7931,0.4885247
CD6,983.5139,0.4885844
CD6,984.1693,0.4886327
CD6,985.1568,0.4886824
CD6,985.85,0.4887422
CD6,987.3708,0.4888276
CD6,987.8953,0.4888872
CD6,988.5572,0.4889867
CD6,989.4245,0.4890929
CD6,990.4652,0.4891253
CD6,991.5482,0.4891856
CD6,992.0514,0.4892689
CD6,992.7359,0.489319
CD6,993.5842,0.4893982
CD6,994.9203,0.4894454
CD6,995.428,0.4895317
CD6,996.1272,0.4895902
CD6,996.7189,0.4896891
CD6,997.7577,0.4897643
CD6,998.5943,0.4898151
CD6,999.5321,0.4899181
CD6,999.7593,0.4900013
CD6,1000.518,0.4900912
CD6,1001.12,0.4901213
CD6,1002.429,0.4901901
CD6,1003.294,0.4902694
CD6,1003.659,0.490316
CD6,1004.504,0.4904145
CD6,1005.447,0.4904977
CD6,1006.484,0.4905754
CD6,1006.967,0.4906707
CD6,1007.134,0.4907182
CD6,1008.108,0.4908562
CD6,1008.824,0.4908879
CD6,1009.848,0.4909555
CD6,1010.593,0.491064
CD6,1010.828,0.4911259
CD6,1011.605,0.4912321
CD6,1012.534,0.4913187
CD6,1013.123,0.4913712
CD6,1014.051,0.4914657
CD6,1014.189,0.4915753
CD6,1014.654,0.491647
CD6,1015.753,0.4917151
CD6,1016.641,0.4918277
CD6,1017.007,0.4918716
CD6,1017.419,0.4919265
CD6,1017.915,0.4920049
CD6,1019.131,0.4921008
CD6,1019.677,0.4922122
CD6,1019.946,0.4923186
CD6,1020.409,0.4923811
CD6,1021.139,0.4924675
CD6,1022.574,0.4925258
CD6,1023.06,0.4926326
CD6,1023.226,0.4927036
CD6,1023.602,0.4927847
CD6,1024.399,0.4928559
CD6,1024.853,0.4929689
CD6,1025.514,0.493027
CD6,1025.815,0.4931404
CD6,1026.465,0.4932229
CD6,1027.246,0.4932659
CD6,1027.95,0.4934663
CD6,1028.446,0.4935016
CD6,1028.503,0.4935393
CD6,1029.169,0.493619
CD6,1029.993,0.4937242
CD6,1030.944,0.4938155
CD6,1031.004,0.4938972
CD6,1031.431,0.4939914
CD6,1031.816,0.4940553
CD6,1032.528,0.4941393
CD6,1033.177,0.4942675
CD6,1033.291,0.494333
CD6,1033.694,0.4944258
CD6,1034.338,0.4945318
CD6,1035.43,0.4946115
CD6,1035.766,0.4946656
CD6,1035.878,0.4947954
CD6,1036.55,0.4948652
CD6,1037.122,0.4949803
CD6,1037.887,0.4950432
CD6,1038.085,0.4951675
CD6,1038.532,0.4952655
CD6,1038.888,0.4953678
CD6,1039.457,0.495415
CD6,1040.151,0.4955266
CD6,1040.35,0.4955989
CD6,1040.395,0.4957064
CD6,1040.943,0.4957895
CD6,1041.675,0.4958852
CD6,1042.513,0.4959628
CD6,1042.76,0.4960596
CD6,1042.799,0.4961407
CD6,1042.916,0.4962357
CD6,1043.851,0.4963414
CD6,1044.543,0.4964257
CD6,1044.931,0.4965366
CD6,1044.962,0.4966311
CD6,1045.182,0.4967078
CD6,1046.346,0.4967885
CD6,1046.545,0.4968949
CD6,1046.81,0.4970112
CD6,1046.945,0.4970885
CD6,1047.72,0.4971948
CD6,1047.983,0.4972792
CD6,1048.474,0.4973955
CD6,1048.536,0.4974584
CD6,1048.925,0.4975465
CD6,1049.456,0.49765
CD6,1050.179,0.4977345
CD6,1050.536,0.4978522
CD6,1050.679,0.497945
CD6,1051.006,0.4980487
CD6,1051.523,0.4981424
CD6,1052.167,0.4982402
CD6,1052.572,0.4983134
CD6,1052.557,0.4984118
CD6,1052.923,0.4985054
CD6,1053.719,0.4985973
CD6,1053.897,0.4986977
CD6,1054.308,0.4988116
CD6,1054.185,0.4988971
CD6,1054.929,0.499006
CD6,1055.309,0.4990668
CD6,1055.795,0.49916
CD6,1055.966,0.4992474
CD6,1055.887,0.4993472
CD6,1056.568,0.4994888
CD6,1057.172,0.4995758
CD6,1057.326,0.4996782
CD6,1057.503,0.4997554
CD6,1057.989,0.4998428
CD6,1058.211,0.4999221
CD6,1058.643,0.500024
CD6,1059.202,0.5001439
CD6,1059.183,0.5002326
CD6,1059.328,0.5003279
CD6,1059.827,0.5004314
CD6,1060.145,0.5005501
CD6,1060.62,0.5006554
CD6,1060.359,0.5007481
CD6,1060.542,0.5008361
CD6,1061.463,0.50091
CD6,1061.622,0.501061
CD6,1061.848,0.501142
CD6,1061.967,0.5012481
CD6,1062.382,0.5013439
CD6,1062.888,0.501462
CD6,1063.295,0.5015781
CD6,1063.164,0.50167
CD6,1063.122,0.5017653
CD6,1063.661,0.5018542
CD6,1064.038,0.5019611
CD6,1064.496,0.5020385
CD6,1064.508,0.5021725
CD6,1064.411,0.5022588
CD6,1064.919,0.5023827
CD6,1065.162,0.5024711
CD6,1065.587,0.5026009
CD6,1065.313,0.5026895
CD6,1065.862,0.5027801
CD6,1065.891,0.5028742
CD6,1066.578,0.5029743
CD6,1066.724,0.5030881
CD6,1066.713,0.5032202
CD6,1066.869,0.5033092
CD6,1067.213,0.5033753
CD6,1067.553,0.5034827
CD6,1067.954,0.5036002
CD6,1067.559,0.5037105
CD6,1068.099,0.5038353
CD6,1068.366,0.5039292
CD6,1068.993,0.5040503
CD6,1068.883,0.5041109
CD6,1068.697,0.5042095
CD6,1069.215,0.5043139
CD6,1069.595,0.5044158
CD6,1069.962,0.504533
CD6,1069.796,0.5046686
CD6,1070.021,0.5047584
CD6,1070.093,0.5048627
CD6,1070.349,0.504962
CD6,1071.041,0.5050579
CD6,1070.409,0.5051676
CD6,1070.813,0.50525
CD6,1071.145,0.5053643
CD6,1071.327,0.5055003
CD6,1071.735,0.5055712
CD6,1071.669,0.5057019
CD6,1071.644,0.5057834
CD6,1071.741,0.5059018
CD6,1072.326,0.5060045
CD6,1072.757,0.5061182
CD6,1072.224,0.506212
CD6,1072.764,0.5063186
CD6,1072.963,0.5064219
CD6,1073.307,0.5065035
CD6,1073.321,0.5066302
CD6,1073.182,0.5067345
CD6,1073.395,0.5068506
CD6,1073.729,0.5069672
CD6,1074.228,0.507053
CD6,1074.176,0.5071639
CD6,1073.772,0.5072592
CD6,1074.092,0.5073606
CD6,1074.683,0.5074558
CD6,1074.836,0.5075842
CD6,1074.939,0.5076931
CD6,1074.745,0.5078169
CD6,1074.891,0.5078788
CD6,1075.164,0.507987
CD6,1075.309,0.5081169
CD6,1075.259,0.5082239
CD6,1075.223,0.5083188
CD6,1075.726,0.5084271
CD6,1076.162,0.5085403
CD6,1076.337,0.5086303
CD6,1076.128,0.508731
CD6,1075.924,0.5088431
CD6,1076.607,0.5089636
CD6,1077.009,0.5090755
CD6,1077.142,0.5091861
CD6,1076.881,0.5092726
CD6,1077.07,0.5093775
CD6,1077.478,0.5094839
CD6,1077.58,0.5095775
CD6,1077.464,0.5096664
CD6,1077.395,0.5097739
CD6,1077.703,0.5099026
CD6,1077.984,0.5100382
CD6,1078.209,0.5101357
CD6,1078.056,0.5102357
CD6,1077.845,0.5103227
CD6,1078.134,0.5104155
CD6,1078.399,0.5105494
CD6,1078.547,0.5106705
CD6,1078.417,0.5107705
CD6,1078.288,0.5108351
CD6,1078.594,0.51098
CD6,1079.226,0.5110904
CD6,1079.185,0.511196
CD6,1078.756,0.511307
CD6,1078.92,0.5113926
CD6,1079.424,0.5114902
CD6,1079.675,0.5115885
CD6,1079.332,0.5116873
CD6,1079.321,0.5118042
CD6,1079.446,0.511905
CD6,1079.957,0.5120287
CD6,1079.919,0.5121604
CD6,1079.911,0.5122674
CD6,1079.784,0.5123517
CD6,1079.78,0.5124558
CD6,1080.303,0.5125678
CD6,1080.144,0.5126754
CD6,1080.532,0.5127667
CD6,1079.71,0.5128599
CD6,1079.835,0.5130106
CD6,1080.25,0.5131303
CD6,1080.464,0.5132033
CD6,1080.14,0.5133192
CD6,1080.001,0.5134238
CD6,1080.553,0.513543
CD6,1080.452,0.5136588
CD6,1080.79,0.5137958
CD6,1080.115,0.5138892
CD6,1080.284,0.5139804
CD6,1080.472,0.5140661
CD6,1080.774,0.5142036
CD6,1080.754,0.514304
CD6,1080.492,0.5144098
CD6,1080.497,0.5145417
CD6,1080.978,0.514641
CD6,1080.874,0.5147346
CD6,1080.993,0.5148322
CD6,1080.579,0.5149264
CD6,1080.628,0.5150751
CD6,1081.238,0.5151769
CD6,1081.146,0.5152774
CD6,1081.117,0.5154107
CD6,1080.864,0.5154709
CD6,1080.794,0.515585
CD6,1081.529,0.515701
CD6,1081.423,0.5158189
CD6,1081.301,0.5159255
CD6,1081.145,0.5160182
CD6,1081.108,0.5161389
CD6,1081.114,0.5162596
CD6,1081.438,0.5163604
CD6,1081.045,0.5164668
CD6,1081.057,0.516576
CD6,1081.165,0.516682
CD6,1081.532,0.5167975
CD6,1081.21,0.5168974
CD6,1080.758,0.5169995
CD6,1080.727,0.5170881
CD6,1081.236,0.5172183
CD6,1081.072,0.5173508
CD6,1081.316,0.5174442
CD6,1080.665,0.5175663
CD6,1080.9,0.5176591
CD6,1081.039,0.517766
CD6,1080.952,0.5178714
CD6,1081.204,0.5179693
CD6,1080.785,0.5181019
CD6,1081.037,0.5182018
CD6,1081.148,0.5183082
CD6,1081.078,0.5184192
CD6,1081.078,0.5185279
CD6,1080.682,0.5186441
CD6,1080.605,0.5187469
CD6,1081.005,0.518847
CD6,1080.932,0.518954
CD6,1080.837,0.5190676
CD6,1080.285,0.5191729
CD6,1080.373,0.5192787
CD6,1080.96,0.5193864
CD6,1080.793,0.5194932
CD6,1080.589,0.5196025
CD6,1080.203,0.519708
CD6,1080.679,0.5198191
CD6,1080.678,0.5199305
CD6,1080.718,0.5200206
CD6,1080.225,0.5201256
CD6,1080.641,0.520222
CD6,1080.678,0.5203382
CD6,1080.694,0.520467
CD6,1080.676,0.5205974
CD6,1080.128,0.5206853
CD6,1080.071,0.5207607
CD6,1080.513,0.5208541
CD6,1080.645,0.5209938
CD6,1080.503,0.5210853
CD6,1079.953,0.5211999
CD6,1079.882,0.5213206
CD6,1080.24,0.5214438
CD6,1080.458,0.5215288
CD6,1080.287,0.5216118
CD6,1079.857,0.521749
CD6,1079.865,0.5218363
CD6,1080.029,0.5219474
CD6,1080.118,0.5220813
CD6,1079.912,0.5221693
CD6,1079.377,0.5222558
CD6,1079.489,0.5224042
CD6,1079.693,0.5224673
CD6,1079.797,0.5225857
CD6,1079.177,0.5226904
CD6,1079.071,0.5227781
CD6,1079.241,0.5228786
CD6,1079.278,0.523013
CD6,1079.237,0.523105
CD6,1078.792,0.5232331
CD6,1078.569,0.5233119
CD6,1078.696,0.5234418
CD6,1078.883,0.5235449
CD6,1078.939,0.5236569
CD6,1078.078,0.5237538
CD6,1078.145,0.5238393
CD6,1078.414,0.523939
CD6,1078.404,0.5240507
CD6,1078.246,0.5241511
CD6,1077.727,0.5243023
CD6,1077.563,0.5243804
CD6,1077.95,0.5245017
CD6,1078.074,0.5245701
CD6,1077.746,0.5246916
CD6,1077.295,0.5247832
CD6,1077.544,0.5248754
CD6,1077.424,0.5250206
CD6,1077.38,0.5251366
CD6,1076.776,0.5252118
CD6,1076.79,0.5252918
CD6,1076.796,0.5253962
CD6,1076.853,0.5255241
CD6,1077.052,0.5256259
CD6,1076.33,0.5257389
CD6,1076.204,0.5258442
CD6,1076.454,0.5259564
CD6,1076.377,0.5260414
CD6,1076.414,0.5261218
CD6,1076.09,0.5262364
CD6,1075.886,0.5263434
CD6,1076.121,0.5264503
CD6,1076.182,0.5265654
CD6,1075.912,0.5266767
CD6,1075.847,0.5267577
CD6,1075.534,0.5268618
CD6,1075.671,0.5269628
CD6,1075.827,0.5270567
CD6,1075.43,0.5271614
CD6,1074.75,0.5272509
CD6,1074.821,0.527363
CD6,1074.923,0.527462
CD6,1075.071,0.5275591
CD6,1074.74,0.527685
CD6,1074.365,0.5277988
CD6,1074.448,0.5278758
CD6,1074.792,0.5279951
CD6,1074.547,0.5280981
CD6,1074.003,0.5281926
CD6,1073.524,0.5282773
CD6,1073.795,0.5283705
CD6,1073.875,0.5285042
CD6,1073.654,0.5286321
CD6,1072.797,0.5287206
CD6,1073.078,0.5288143
CD6,1073.014,0.528899
CD6,1073.196,0.529005
CD6,1073.016,0.5290775
CD6,1072.096,0.5291941
CD6,1072.076,0.5292997
CD6,1072.488,0.5293862
CD6,1072.021,0.5294948
CD6,1071.966,0.5296461
CD6,1071.163,0.5297375
CD6,1071.126,0.5297861
CD6,1071.572,0.5298837
CD6,1071.528,0.5299784
CD6,1071.052,0.5300747
CD6,1070.548,0.5302134
CD6,1070.847,0.5303096
CD6,1070.795,0.5303917
CD6,1070.712,0.5304751
CD6,1070.434,0.5305555
CD6,1069.763,0.5306749
CD6,1069.896,0.5307652
CD6,1069.941,0.5308689
CD6,1069.838,0.5309712
CD6,1069.172,0.5310938
CD6,1068.931,0.531176
CD6,1068.814,0.531253
CD6,1069.27,0.5313548
CD6,1068.895,0.5314539
CD6,1068.306,0.5315417
CD6,1068.18,0.5316284
CD6,1067.989,0.5317463
CD6,1067.854,0.5318451
CD6,1067.545,0.5319642
CD6,1067.145,0.5320423
CD6,1067.203,0.5321208
CD6,1067.21,0.5321991
CD6,1067.414,0.5322793
CD6,1066.929,0.5323971
CD6,1066.593,0.5324837
CD6,1066.37,0.5326022
CD6,1066.387,0.5326813
CD6,1066.233,0.532794
CD6,1065.81,0.5328813
CD6,1065.437,0.5329588
CD6,1065.237,0.5330512
CD6,1065.398,0.5331642
CD6,1065.235,0.5332373
CD6,1064.85,0.533348
CD6,1064.415,0.5334368
CD6,1064.45,0.5335288
CD6,1064.373,0.5336339
CD6,1064.1,0.5337119
CD6,1063.217,0.5337967
CD6,1063.194,0.5338984
CD6,1063.16,0.534002
CD6,1063.24,0.5340964
CD6,1062.888,0.5341601
CD6,1062.111,0.534256
CD6,1062.029,0.5343586
CD6,1062.163,0.5344489
CD6,1062.332,0.5345474
CD6,1061.744,0.5346413
CD6,1061.141,0.5346933
CD6,1061.096,0.5347959
CD6,1061.024,0.5349022
CD6,1061.239,0.5350065
CD6,1060.811,0.5350968
CD6,1060.321,0.5351876
CD6,1060.176,0.5352574
CD6,1060.267,0.5353533
CD6,1059.815,0.5354287
CD6,1059.323,0.5355345
CD6,1058.989,0.5355911
CD6,1058.924,0.5356791
CD6,1059.113,0.5357687
CD6,1059.08,0.5358633
CD6,1058.101,0.5359589
CD6,1058.172,0.5360316
CD6,1058.143,0.5361601
CD6,1058.216,0.5362519
CD6,1057.907,0.5363077
CD6,1057.091,0.536392
CD6,1056.882,0.5364952
CD6,1056.736,0.5365741
CD6,1056.952,0.5366562
CD6,1056.458,0.5367293
CD6,1055.96,0.5368205
CD6,1055.663,0.5369157
CD6,1055.672,0.5370181
CD6,1055.461,0.5371214
CD6,1054.649,0.537193
CD6,1054.564,0.537278
CD6,1054.396,0.537355
CD6,1053.904,0.5374217
CD6,1053.858,0.5374974
CD6,1053.744,0.5375973
CD6,1053.015,0.5376605
CD6,1053.325,0.5377547
CD6,1053.224,0.5378541
CD6,1053.028,0.5379296
CD6,1052.053,0.5380347
CD6,1051.715,0.5381367
CD6,1052.05,0.5382106
CD6,1052.058,0.5382616
CD6,1051.515,0.538347
CD6,1051.006,0.5384174
CD6,1050.677,0.5385227
CD6,1050.533,0.5386062
CD6,1050.697,0.5386791
CD6,1050.086,0.5387779
CD6,1049.805,0.5388396
CD6,1049.534,0.5389183
CD6,1049.589,0.5389944
CD6,1049.374,0.5390657
CD6,1048.996,0.5391603
CD6,1048.611,0.5392239
CD6,1048.321,0.5393099
CD6,1048.227,0.5393917
CD6,1048.162,0.5394819
CD6,1047.875,0.539574
CD6,1047.344,0.5396351
CD6,1047.23,0.5397165
CD6,1047.328,0.539808
CD6,1046.933,0.5398726
CD6,1046.184,0.5399232
CD6,1045.934,0.5400146
CD6,1045.831,0.5401098
CD6,1045.695,0.5401917
CD6,1045.323,0.5402702
CD6,1044.784,0.5403343
CD6,1044.768,0.5404196
CD6,1044.6,0.5404943
CD6,1044.602,0.5405665
CD6,1044.121,0.5406468
CD6,1043.568,0.5407105
CD6,1043.566,0.5407762
CD6,1043.356,0.5408804
CD6,1043.52,0.540931
CD6,1042.681,0.5410228
CD6,1042.435,0.5410713
CD6,1041.942,0.5411678
CD6,1042.238,0.5412444
CD6,1041.929,0.5413299
CD6,1041.928,0.5414146
CD6,1041.167,0.5414685
CD6,1041.197,0.5415428
CD6,1041.022,0.5416054
CD6,1041.149,0.5416669
CD6,1040.549,0.5417437
CD6,1040.245,0.5418354
CD6,1039.914,0.5419176
CD6,1040.03,0.5419806
CD6,1039.63,0.5420521
CD6,1039.116,0.5421303
CD6,1038.417,0.5422116
CD6,1038.33,0.5422703
CD6,1038.198,0.5423457
CD6,1038.01,0.5423944
CD6,1037.11,0.5425053
CD6,1037.235,0.5425422
CD6,1037.204,0.5426051
CD6,1037.182,0.5427149
CD6,1036.881,0.5427596
CD6,1036.233,0.5428342
CD6,1036.229,0.54287
CD6,1035.921,0.5429586
CD6,1035.762,0.5430299
CD6,1035.626,0.5430897
CD6,1034.914,0.5431713
CD6,1034.855,0.5432601
CD6,1035.033,0.5433304
CD6,1034.906,0.5434054
CD6,1034.222,0.5434877
CD6,1033.898,0.5435249
CD6,1034.001,0.5435656
CD6,1034.002,0.5436376
CD6,1033.888,0.5437309
CD6,1033.534,0.5437997
CD6,1033.257,0.5438546
CD6,1033.005,0.5439294
CD6,1032.949,0.543953
CD6,1032.481,0.5440469
CD6,1031.887,0.5441114
CD6,1031.721,0.5442147
CD6,1031.426,0.5442809
CD6,1031.565,0.5443371
CD6,1031.494,0.544404
CD6,1030.777,0.5444487
CD6,1030.356,0.5445063
CD6,1030.487,0.5445544
CD6,1030.312,0.5446478
CD6,1029.888,0.5447058
CD6,1029.201,0.544774
CD6,1028.952,0.5448353
CD6,1029.114,0.5449131
CD6,1029.045,0.5449795
CD6,1028.547,0.5450296
CD6,1027.956,0.5450935
CD6,1027.914,0.5451356
CD6,1027.894,0.5451919
CD6,1027.92,0.545289
CD6,1027.455,0.5453407
CD6,1027.179,0.5454027
CD6,1027.091,0.5454853
CD6,1027.05,0.5455496
CD6,1026.625,0.5455954
CD6,1026.052,0.545687
CD6,1025.978,0.5457388
CD6,1026.053,0.5457891
CD6,1026.273,0.5458453
CD6,1025.868,0.5458832
CD6,1025.662,0.5459657
CD6,1025.348,0.5460168
CD6,1025.376,0.5460558
CD6,1025.316,0.5461623
CD6,1024.992,0.5462032
CD6,1024.272,0.5462406
CD6,1023.999,0.546315
CD6,1024.248,0.5463687
CD6,1023.995,0.5464473
CD6,1024.015,0.5465098
CD6,1023.03,0.5465585
CD6,1023.103,0.5465999
CD6,1023.564,0.5466683
CD6,1023.282,0.5467259
CD6,1022.41,0.5467996
CD6,1022.07,0.5468188
CD6,1022.009,0.5469009
CD6,1021.978,0.5469477
CD6,1021.567,0.547013
CD6,1021.208,0.5470712
CD6,1021.015,0.5471292
CD6,1020.509,0.5471867
